kingdom	phylum	order	family	genus	species	sci.name
Animalia	Mollusca	Stylommatophora	Zonitidae	Ventridens	NA	Ventridens NA
Animalia	Mollusca	Architaenioglossa	Viviparidae	Campeloma	milesi	Campeloma milesi
Animalia	Mollusca	NA	Orthonotidae	Palaeosolen	NA	Palaeosolen NA
Animalia	Mollusca	Stylommatophora	Helicidae	Helix	lineata	Helix lineata
Animalia	Mollusca	Nuculanida	Malletiidae	Malletiidae	NA	Malletiidae NA
Animalia	Mollusca	Venerida	NA	Eodon	NA	Eodon NA
Animalia	Mollusca	NA	Lipanellidae	Goniophorina	carinata	Goniophorina carinata
Animalia	Mollusca	Carditida	Astartidae	Cypricardella	marylandica	Cypricardella marylandica
Animalia	Mollusca	NA	Archanodontidae	Amnigenia	NA	Amnigenia NA
Animalia	Mollusca	NA	Palaeozygopleuridae	Loxonema	styliola	Loxonema styliola
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	maera	Bellerophon maera
Animalia	Mollusca	Ammonoidea	Triainoceratidae	Schindewolfoceras	chemungense	Schindewolfoceras chemungense
Animalia	Mollusca	Ammonoidea	Triainoceratidae	Sandbergeroceras	syngonum	Sandbergeroceras syngonum
Animalia	Mollusca	NA	Palaeozygopleuridae	Loxonema	laxa	Loxonema laxa
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	apicialis	Pleurotomaria apicialis
Animalia	Mollusca	Neogastropoda	Nassariidae	Tritia	obsoleta	Tritia obsoleta
Animalia	Mollusca	Myalinida	Lunulacardiidae	Pterochaenia	NA	Pterochaenia NA
Animalia	Mollusca	NA	NA	Cyclonema	concinna	Cyclonema concinna
Animalia	Mollusca	Ammonoidea	Triainoceratidae	Schindewolfoceras	equicostatum	Schindewolfoceras equicostatum
Animalia	Mollusca	Venerida	Mactridae	Mactromeris	polynyma	Mactromeris polynyma
Animalia	Mollusca	Ostreida	Pterineidae	Ectenodesma	birostratum	Ectenodesma birostratum
Animalia	Mollusca	Stylommatophora	Pupillidae	Pupoides	nitidulus	Pupoides nitidulus
Animalia	Mollusca	NA	Geisonoceratidae	Geisonoceras	NA	Geisonoceras NA
Animalia	Mollusca	Myalinida	Lunulacardiidae	Pinnopsis	ornatus	Pinnopsis ornatus
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	crassa	Palaeoneilo crassa
Animalia	Mollusca	NA	Ormoceratidae	Ormoceras	NA	Ormoceras NA
Animalia	Mollusca	Venerida	Sphaeriidae	Sphaerium	rugosum	Sphaerium rugosum
Animalia	Mollusca	NA	Euomphalidae	Euomphalus	tioga	Euomphalus tioga
Animalia	Mollusca	NA	Physidae	Physa	plicata	Physa plicata
Animalia	Mollusca	NA	NA	Elymella	NA	Elymella NA
Animalia	Mollusca	NA	Lymnaeidae	Fossaria	galbana	Fossaria galbana
Animalia	Mollusca	NA	Planorbidae	Planorbella	truncata	Planorbella truncata
Animalia	Mollusca	Cycloneritida	Proserpinidae	Bucania	angustata	Bucania angustata
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	conradi	Murchisonia conradi
Animalia	Mollusca	NA	Oriostomatidae	Trochonema	pauper	Trochonema pauper
Animalia	Mollusca	NA	Leiopectinidae	Rhombopteria	NA	Rhombopteria NA
Animalia	Mollusca	NA	Cyrtodontidae	Matheria	NA	Matheria NA
Animalia	Mollusca	NA	Subulitidae	Fusispira	ventricosa	Fusispira ventricosa
Animalia	Mollusca	NA	Acleistoceratidae	Amphicyrtoceras	NA	Amphicyrtoceras NA
Animalia	Mollusca	NA	NA	Palaeocardia	NA	Palaeocardia NA
Animalia	Mollusca	NA	Loxonematidae	Loxonema	leda	Loxonema leda
Animalia	Mollusca	NA	Sactorthoceratidae	Sactorthoceras	NA	Sactorthoceras NA
Animalia	Mollusca	NA	Lophospiridae	Lophospira	gothlandica	Lophospira gothlandica
Animalia	Mollusca	NA	Geisonoceratidae	Harrisoceras	NA	Harrisoceras NA
Animalia	Mollusca	Nautilida	Nautilidae	Cyrtoceras	cambria	Cyrtoceras cambria
Animalia	Mollusca	NA	Cyrtodontidae	Cypricardites	ventricosus	Cypricardites ventricosus
Animalia	Mollusca	NA	Geisonoceratidae	Geisonocerina	NA	Geisonocerina NA
Animalia	Mollusca	NA	Platyceratidae	Cyclonema	elevata	Cyclonema elevata
Animalia	Mollusca	Cycloneritida	Proserpinidae	Protowarthia	rectangularis	Protowarthia rectangularis
Animalia	Mollusca	NA	Orthoceratidae	Plagiostomoceras	NA	Plagiostomoceras NA
Animalia	Mollusca	NA	Subulitidae	Subulites	NA	Subulites NA
Animalia	Mollusca	NA	Trochonematidae	Trochonema	beachi	Trochonema beachi
Animalia	Mollusca	NA	Raphistomatidae	Raphistoma	NA	Raphistoma NA
Animalia	Mollusca	NA	Oncoceratidae	Metarizoceras	NA	Metarizoceras NA
Animalia	Mollusca	NA	Orthoceratidae	Michelinoceras	NA	Michelinoceras NA
Animalia	Mollusca	NA	Cornulitidae	Cornulitidae	NA	Cornulitidae NA
Animalia	Mollusca	NA	Tripteroceratidae	Tripteroceras	NA	Tripteroceras NA
Animalia	Mollusca	NA	Lophospiridae	Eunema	fatua	Eunema fatua
Animalia	Mollusca	NA	Euomphalidae	Straparollus	mopsus	Straparollus mopsus
Animalia	Mollusca	NA	NA	Leurocycloceras	raymondi	Leurocycloceras raymondi
Animalia	Mollusca	Cycloneritida	Proserpinidae	Bucania	profunda	Bucania profunda
Animalia	Mollusca	NA	Poterioceratidae	Gomphoceras	fusiforme	Gomphoceras fusiforme
Animalia	Mollusca	NA	Holopeidae	Cyclonema	semicarinatum	Cyclonema semicarinatum
Animalia	Mollusca	Myalinida	Ambonychiidae	Ambonychia	attenuata	Ambonychia attenuata
Animalia	Mollusca	NA	Archinacellidae	Archinacella	powersi	Archinacella powersi
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	wisconsensis	Bellerophon wisconsensis
Animalia	Mollusca	NA	Holopeidae	Holopea	guelphensis	Holopea guelphensis
Animalia	Mollusca	NA	Maclureadae	Maclurea	cuneata	Maclurea cuneata
Animalia	Mollusca	NA	Orthoceratidae	Polygrammoceras	NA	Polygrammoceras NA
Animalia	Mollusca	NA	Phragmoceratidae	Phragmoceras	procerum	Phragmoceras procerum
Animalia	Mollusca	NA	Cyrtodontidae	Cyrtodonta	huronensis	Cyrtodonta huronensis
Animalia	Mollusca	NA	Dawsonoceratidae	Dawsonocerina	NA	Dawsonocerina NA
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Liospira	NA	Liospira NA
Animalia	Mollusca	Pleurotomariida	Phanerotrematidae	Phanerotrema	occidens	Phanerotrema occidens
Animalia	Mollusca	NA	Proteoceratidae	Orthoceras	junceum	Orthoceras junceum
Animalia	Mollusca	NA	Conocardiidae	Conocardiidae	NA	Conocardiidae NA
Animalia	Mollusca	NA	Sphooceratidae	Sphooceras	NA	Sphooceras NA
Animalia	Mollusca	NA	Subulitidae	Fusispira	schucherti	Fusispira schucherti
Animalia	Mollusca	Cardiida	Cardiidae	Cardiidae	NA	Cardiidae NA
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	decisus	Amnicola decisus
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	arcuolyratum	Orthoceras arcuolyratum
Animalia	Mollusca	NA	Dawsonoceratidae	Metaspyroceras	NA	Metaspyroceras NA
Animalia	Mollusca	Cycloneritida	Proserpinidae	Bucania	buelli	Bucania buelli
Animalia	Mollusca	NA	Lophospiridae	Pleurotomaria	robusta	Pleurotomaria robusta
Animalia	Mollusca	NA	Cyrtocerinidae	Cyrtocerina	crenulata	Cyrtocerina crenulata
Animalia	Mollusca	NA	Brevicoceratidae	Naedyceras	NA	Naedyceras NA
Animalia	Mollusca	NA	Acleistoceratidae	Crateroceras	raymondi	Crateroceras raymondi
Animalia	Mollusca	Modiomorphida	NA	Modiomorphida	NA	Modiomorphida NA
Animalia	Mollusca	NA	Raphistomatidae	Wisconsinella	clelandi	Wisconsinella clelandi
Animalia	Mollusca	NA	Platyceratidae	Platyostoma	niagarensis	Platyostoma niagarensis
Animalia	Mollusca	NA	Physidae	Physa	warreniana	Physa warreniana
Animalia	Mollusca	NA	Helicotomidae	Helicotoma	umbilicata	Helicotoma umbilicata
Animalia	Mollusca	Littorinimorpha	Calyptraeidae	Subulites	ventricosus	Subulites ventricosus
Animalia	Mollusca	Myalinida	Myalinidae	Vanuxemia	media	Vanuxemia media
Animalia	Mollusca	Ostreida	Pterineidae	Pterineidae	NA	Pterineidae NA
Animalia	Mollusca	NA	NA	Onoceras	mumiaforme	Onoceras mumiaforme
Animalia	Mollusca	NA	Acleistoceratidae	Crateroceras	NA	Crateroceras NA
Animalia	Mollusca	Littorinimorpha	Lithoglyphidae	Gillia	NA	Gillia NA
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	bispiralis	Pleurotomaria bispiralis
Animalia	Mollusca	Littorinimorpha	Lithoglyphidae	Somatogyrus	currierianus	Somatogyrus currierianus
Animalia	Mollusca	NA	Bucaniidae	Tetranota	sexcarinata	Tetranota sexcarinata
Animalia	Mollusca	NA	Ascoceratidae	Ascoceras	croneisi	Ascoceras croneisi
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	supracingulata	Pleurotomaria supracingulata
Animalia	Mollusca	Cycloneritida	Helicinidae	Pleuropoma	NA	Pleuropoma NA
Animalia	Mollusca	NA	Euomphalidae	Straparollus	paveyi	Straparollus paveyi
Animalia	Mollusca	NA	NA	Ophidoceras	wilmingtonense	Ophidoceras wilmingtonense
Animalia	Mollusca	Nautilida	Nautilidae	Cycloceras	NA	Cycloceras NA
Animalia	Mollusca	NA	Sinuopeidae	Euconia	NA	Euconia NA
Animalia	Mollusca	Nautilida	Nautilidae	Gyroceras	duplicostatum	Gyroceras duplicostatum
Animalia	Mollusca	Unionida	Unionidae	Villosa	NA	Villosa NA
Animalia	Mollusca	NA	Platyceratidae	Platyceras	wisconsinensis	Platyceras wisconsinensis
Animalia	Mollusca	Myalinida	Ambonychiidae	Plethomytilus	NA	Plethomytilus NA
Animalia	Mollusca	NA	Echinochitonidae	Echinochiton	dufoei	Echinochiton dufoei
Animalia	Mollusca	NA	Trochonematidae	Trochonema	beloitense	Trochonema beloitense
Animalia	Mollusca	NA	Holopeidae	Gyronema	pulchellum	Gyronema pulchellum
Animalia	Mollusca	NA	Trimeroceratidae	Inversoceras	NA	Inversoceras NA
Animalia	Mollusca	NA	Poterioceratidae	Gomphoceras	breviposticum	Gomphoceras breviposticum
Animalia	Mollusca	NA	NA	Tetranota	bidorsata	Tetranota bidorsata
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	bivittata	Murchisonia bivittata
Animalia	Mollusca	NA	Subulitidae	Subulites	beloitensis	Subulites beloitensis
Animalia	Mollusca	Pleurotomariida	Porcelliidae	Porcellia	NA	Porcellia NA
Animalia	Mollusca	NA	Trimeroceratidae	Inversoceras	dayi	Inversoceras dayi
Animalia	Mollusca	NA	Bucaniidae	Phragmolites	NA	Phragmolites NA
Animalia	Mollusca	NA	Subulitidae	Polyphemopsis	elongatus	Polyphemopsis elongatus
Animalia	Mollusca	Trochida	Anomphalidae	Pleurotomaria	solarioides	Pleurotomaria solarioides
Animalia	Mollusca	NA	Pseudorthoceratidae	Spyroceras	NA	Spyroceras NA
Animalia	Mollusca	NA	Raphistomatidae	Raphistomatidae	NA	Raphistomatidae NA
Animalia	Mollusca	NA	Cyrtodontidae	Cyrtodontula	NA	Cyrtodontula NA
Animalia	Mollusca	NA	Lymnaeidae	Stagnicola	walkeriana	Stagnicola walkeriana
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Cincinnatia	NA	Cincinnatia NA
Animalia	Mollusca	NA	Ancylidae	Amcylus	kirklandi	Amcylus kirklandi
Animalia	Mollusca	NA	Planaxidae	Angiola	lineata	Angiola lineata
Animalia	Mollusca	Stylommatophora	Spiraxidae	Physella	sayi	Physella sayi
Animalia	Mollusca	Architaenioglossa	Viviparidae	Campeloma	exilis	Campeloma exilis
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Hormotoma	NA	Hormotoma NA
Animalia	Mollusca	Architaenioglossa	Viviparidae	Melantho	NA	Melantho NA
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	porata	Amnicola porata
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Hydrobia	nickliniana	Hydrobia nickliniana
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	mainense	Pisidium mainense
Animalia	Mollusca	Architaenioglossa	Viviparidae	Campeloma	gibbum	Campeloma gibbum
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	obliqua	Succinea obliqua
Animalia	Mollusca	Stylommatophora	Partulidae	Partula	affinis	Partula affinis
Animalia	Mollusca	NA	Patellidae	Patella	protea	Patella protea
Animalia	Mollusca	NA	Physidae	Physa	showalteri	Physa showalteri
Animalia	Mollusca	NA	Physidae	Physa	trigona	Physa trigona
Animalia	Mollusca	NA	Physidae	Physa	elliptica	Physa elliptica
Animalia	Mollusca	Stylommatophora	Partulidae	Partula	navigatoria	Partula navigatoria
Animalia	Mollusca	Unionida	Unionidae	Fusconaia	cor	Fusconaia cor
Animalia	Mollusca	Unionida	Unionidae	Pleuronaia	barnesiana	Pleuronaia barnesiana
Animalia	Mollusca	Stylommatophora	Partulidae	Partula	compressa	Partula compressa
Animalia	Mollusca	NA	Physidae	Physa	anatina	Physa anatina
Animalia	Mollusca	NA	Physidae	Aplexa	hyponorum	Aplexa hyponorum
Animalia	Mollusca	Unionida	Unionidae	Pegias	fabula	Pegias fabula
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Paludestrina	NA	Paludestrina NA
Animalia	Mollusca	Venerida	Sphaeriidae	Eupera	cubensis	Eupera cubensis
Animalia	Mollusca	Cycloneritida	Helicinidae	Hendersonia	occulta	Hendersonia occulta
Animalia	Mollusca	Architaenioglossa	Viviparidae	Heterogen	longispira	Heterogen longispira
Animalia	Mollusca	NA	Planorbidae	Gryaulus	NA	Gryaulus NA
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	paradoxa	Vertigo paradoxa
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	barquensis	Bellerophon barquensis
Animalia	Mollusca	Cycloneritida	Helicinidae	Hendersonia	NA	Hendersonia NA
Animalia	Mollusca	Stylommatophora	Vitrinidae	Vitrinidae	NA	Vitrinidae NA
Animalia	Mollusca	Stylommatophora	Truncatellinidae	Columella	NA	Columella NA
Animalia	Mollusca	Architaenioglossa	Viviparidae	Lioplax	NA	Lioplax NA
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	modesta	Vertigo modesta
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	alpestris	Vertigo alpestris
Animalia	Mollusca	NA	Thiaridae	Melania	NA	Melania NA
Animalia	Mollusca	Ellobiida	Ellobiidae	Carychium	NA	Carychium NA
Animalia	Mollusca	NA	Lymnaeidae	Fossaria	decampi	Fossaria decampi
Animalia	Mollusca	NA	NA	Catinella	NA	Catinella NA
Animalia	Mollusca	NA	Physidae	Physa	venusta	Physa venusta
Animalia	Mollusca	NA	Lymnaeidae	Bakerilymnaea	dalli	Bakerilymnaea dalli
Animalia	Mollusca	Stylommatophora	Helicidae	Cepaea	NA	Cepaea NA
Animalia	Mollusca	Stylommatophora	Pupillidae	Pupilla	NA	Pupilla NA
Animalia	Mollusca	Stylommatophora	Vitrinidae	Vitrina	angelicae	Vitrina angelicae
Animalia	Mollusca	Stylommatophora	Hygromiidae	Trochulus	striolatus	Trochulus striolatus
Animalia	Mollusca	Stylommatophora	Arionidae	Arion	distinctus	Arion distinctus
Animalia	Mollusca	Myida	Xylophagidae	Xylophagus	cinctus	Xylophagus cinctus
Animalia	Mollusca	Ellobiida	Ellobiidae	Carychium	minimum	Carychium minimum
Animalia	Mollusca	Stylommatophora	Succineidae	Oxyloma	salleanum	Oxyloma salleanum
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	chittenangoensis	Succinea chittenangoensis
Animalia	Mollusca	NA	Physidae	Aplexa	NA	Aplexa NA
Animalia	Mollusca	Unionida	Unionidae	Strophitus	NA	Strophitus NA
Animalia	Mollusca	Stylommatophora	Helicodiscidae	Helicodiscus	jacksoni	Helicodiscus jacksoni
Animalia	Mollusca	Unionida	Unionidae	Carunculina	NA	Carunculina NA
Animalia	Mollusca	Architaenioglossa	Viviparidae	Campeloma	tannum	Campeloma tannum
Animalia	Mollusca	NA	Architectonicidae	Architectonica	perspectiva	Architectonica perspectiva
Animalia	Mollusca	NA	Lituitidae	Lituites	multicostatus	Lituites multicostatus
Animalia	Mollusca	NA	Platyceratidae	Platyceras	bartlettense	Platyceras bartlettense
Animalia	Mollusca	NA	Platyceratidae	Platyceras	arkonense	Platyceras arkonense
Animalia	Mollusca	Mytilida	Mytilidae	Musculus	discors	Musculus discors
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	galtensis	Pleurotomaria galtensis
Animalia	Mollusca	Stylommatophora	Hygromiidae	Trochulus	NA	Trochulus NA
Animalia	Mollusca	NA	Platyceratidae	Platyceras	symmetricum	Platyceras symmetricum
Animalia	Mollusca	NA	Euomphalidae	Pleurotomaria	valeria	Pleurotomaria valeria
Animalia	Mollusca	NA	Subulitidae	Subulites	compactus	Subulites compactus
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	vitellia	Murchisonia vitellia
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Nesovitrea	NA	Nesovitrea NA
Animalia	Mollusca	Architaenioglossa	Viviparidae	Campeloma	leptum	Campeloma leptum
Animalia	Mollusca	Pleurotomariida	Sinuspiridae	Murchisonia	longispira	Murchisonia longispira
Animalia	Mollusca	Mytilida	Mytilidae	Arvella	faba	Arvella faba
Animalia	Mollusca	NA	Lophospiridae	Murchisonia	soluta	Murchisonia soluta
Animalia	Mollusca	Trochida	Margaritidae	Margarites	helicinus	Margarites helicinus
Animalia	Mollusca	NA	Loxonematidae	Loxonema	boydii	Loxonema boydii
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Marstonia	decepta	Marstonia decepta
Animalia	Mollusca	Nautilida	Tetragonoceratidae	Nassauoceras	NA	Nassauoceras NA
Animalia	Mollusca	NA	Euomphalidae	Polytropis	durhamensis	Polytropis durhamensis
Animalia	Mollusca	NA	Codonocheilidae	Codonocheilus	striatum	Codonocheilus striatum
Animalia	Mollusca	Cardiida	Tellinidae	Limecola	balthica	Limecola balthica
Animalia	Mollusca	Trochida	Elasmonematidae	Holopea	harmonia	Holopea harmonia
Animalia	Mollusca	NA	Tarphyceratidae	Pionoceras	NA	Pionoceras NA
Animalia	Mollusca	NA	Holopeidae	Holopea	gracia	Holopea gracia
Animalia	Mollusca	Pleurotomariida	Sinuspiridae	Murchisonia	turritiformis	Murchisonia turritiformis
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	viola	Pleurotomaria viola
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Pyrgulopsis	NA	Pyrgulopsis NA
Animalia	Mollusca	NA	Euomphalidae	Straparollus	hippolyta	Straparollus hippolyta
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	xanthippe	Murchisonia xanthippe
Animalia	Mollusca	NA	Loxonematidae	Loxonema	magna	Loxonema magna
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Murchisonia	constricta	Murchisonia constricta
Animalia	Mollusca	Pleurotomariida	Sinuspiridae	Hormotoma	whiteavesi	Hormotoma whiteavesi
Animalia	Mollusca	NA	Maclureadae	Maclurea	ponderosa	Maclurea ponderosa
Animalia	Mollusca	NA	Archinacellidae	Tryblidium	canadense	Tryblidium canadense
Animalia	Mollusca	Stylommatophora	Arionidae	Arion	vulgaris	Arion vulgaris
Animalia	Mollusca	Stylommatophora	Limacidae	Limacus	flavus	Limacus flavus
Animalia	Mollusca	Littorinimorpha	Tateidae	Potamopyrgus	antipodarum	Potamopyrgus antipodarum
Animalia	Mollusca	Stylommatophora	Camaenidae	Bradybaena	similaris	Bradybaena similaris
Animalia	Mollusca	Ostreida	Pterineidae	Pterinea	fasciculata	Pterinea fasciculata
Animalia	Mollusca	NA	Physidae	Physa	fontinalis	Physa fontinalis
Animalia	Mollusca	NA	Lymnaeidae	Stagnicola	proxima	Stagnicola proxima
Animalia	Mollusca	Stylommatophora	Subulinidae	Opeas	NA	Opeas NA
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	itys	Pleurotomaria itys
Animalia	Mollusca	Nautilida	Rutoceratidae	Ryticeras	cita	Ryticeras cita
Animalia	Mollusca	Ammonoidea	Acanthoclymeniidae	Probeloceras	lutheri	Probeloceras lutheri
Animalia	Mollusca	Mytilida	Mytilidae	Amygdalum	NA	Amygdalum NA
Animalia	Mollusca	Ammonoidea	Goniatitidae	Goniatites	NA	Goniatites NA
Animalia	Mollusca	Trochida	Elasmonematidae	Platyostoma	lichas	Platyostoma lichas
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	trilobata	Bellerophon trilobata
Animalia	Mollusca	NA	Brevicoceratidae	Foersteoceras	NA	Foersteoceras NA
Animalia	Mollusca	NA	Antipleuridae	Hercynella	NA	Hercynella NA
Animalia	Mollusca	NA	Platyceratidae	Naticonema	NA	Naticonema NA
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Manticoceras	lamed	Manticoceras lamed
Animalia	Mollusca	NA	Platyceratidae	Platyceras	concavum	Platyceras concavum
Animalia	Mollusca	NA	Holopeidae	Holopea	obsoleta	Holopea obsoleta
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Delphiceras	cataphractum	Delphiceras cataphractum
Animalia	Mollusca	NA	Brevicoceratidae	Mitroceras	NA	Mitroceras NA
Animalia	Mollusca	NA	Planorbidae	Planorbula	jenksii	Planorbula jenksii
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	hebe	Pleurotomaria hebe
Animalia	Mollusca	NA	Pyramidellidae	Pyramidella	NA	Pyramidella NA
Animalia	Mollusca	Pectinida	Pectinidae	Pectinidae	NA	Pectinidae NA
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Sphaeromanticoceras	rhynchostomum	Sphaeromanticoceras rhynchostomum
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Tornoceras	aldanense	Tornoceras aldanense
Animalia	Mollusca	Pleurotomariida	Pseudophoridae	Autodetus	lindstroemi	Autodetus lindstroemi
Animalia	Mollusca	Stylommatophora	Helicidae	Otala	lactea	Otala lactea
Animalia	Mollusca	NA	Oncoceratidae	Cyrtorizoceras	reimanni	Cyrtorizoceras reimanni
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	capillaria	Pleurotomaria capillaria
Animalia	Mollusca	NA	Palaeozygopleuridae	Loxonema	delphicola	Loxonema delphicola
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Morania	NA	Morania NA
Animalia	Mollusca	NA	Platyceratidae	Littorina	cancellata	Littorina cancellata
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Carinoceras	vagans	Carinoceras vagans
Animalia	Mollusca	NA	Praecardiidae	Panenka	NA	Panenka NA
Animalia	Mollusca	Myalinida	Myalinidae	Opisthoptera	casei	Opisthoptera casei
Animalia	Mollusca	Stylommatophora	Spiraxidae	Physella	magnalacustris	Physella magnalacustris
Animalia	Mollusca	NA	Platyceratidae	Platyceras	attenuatum	Platyceras attenuatum
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	leda	Bellerophon leda
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Sphaeromanticoceras	rickardi	Sphaeromanticoceras rickardi
Animalia	Mollusca	NA	Grammysiidae	Cuneamya	NA	Cuneamya NA
Animalia	Mollusca	Ammonoidea	NA	Ammonoidea	NA	Ammonoidea NA
Animalia	Mollusca	NA	Pholadomyidae	Rhytimya	NA	Rhytimya NA
Animalia	Mollusca	NA	NA	Anticalyptraea	NA	Anticalyptraea NA
Animalia	Mollusca	NA	Geisonoceratidae	Striacoceras	typus	Striacoceras typus
Animalia	Mollusca	NA	Platyceratidae	Euomphalus	hemisphericus	Euomphalus hemisphericus
Animalia	Mollusca	NA	Praecardiidae	Cardiola	duplicata	Cardiola duplicata
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Aulatornoceras	eifliense	Aulatornoceras eifliense
Animalia	Mollusca	NA	Planorbidae	Planorbis	anceps	Planorbis anceps
Animalia	Mollusca	NA	Poterioceratidae	Gomphoceras	lunatum	Gomphoceras lunatum
Animalia	Mollusca	NA	Lophospiridae	Murchisonia	pulchra	Murchisonia pulchra
Animalia	Mollusca	NA	Pseudorthoceratidae	Spyroceras	rudens	Spyroceras rudens
Animalia	Mollusca	Nuculanida	Malletiidae	Nuculites	nyssa	Nuculites nyssa
Animalia	Mollusca	NA	Platyceratidae	Acroculia	angulata	Acroculia angulata
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Lyogyrus	pupoideus	Lyogyrus pupoideus
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	pelops	Bellerophon pelops
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Aulatornoceras	paucistriatum	Aulatornoceras paucistriatum
Animalia	Mollusca	Nuculanida	Malletiidae	Cleidophorus	NA	Cleidophorus NA
Animalia	Mollusca	NA	Platyceratidae	Acroculia	NA	Acroculia NA
Animalia	Mollusca	NA	Phragmoceratidae	Pristeroceras	NA	Pristeroceras NA
Animalia	Mollusca	NA	Cyrtonellidae	Cyrtolites	NA	Cyrtolites NA
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Manticoceras	sinuosum	Manticoceras sinuosum
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Aulatornoceras	auris	Aulatornoceras auris
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Tornoceras	typum	Tornoceras typum
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Linguatornoceras	linguum	Linguatornoceras linguum
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	clausa	Pleurotomaria clausa
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Orthodesma	NA	Orthodesma NA
Animalia	Mollusca	Ostreida	NA	Ostreida	NA	Ostreida NA
Animalia	Mollusca	Myalinida	Ambonychiidae	Streptomytilus	NA	Streptomytilus NA
Animalia	Mollusca	NA	NA	Euomphalus	laxus	Euomphalus laxus
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Glyptotomaria	NA	Glyptotomaria NA
Animalia	Mollusca	NA	Nephriticeratidae	Lyrioceras	NA	Lyrioceras NA
Animalia	Mollusca	Nautilida	Rutoceratidae	Trochoceras	NA	Trochoceras NA
Animalia	Mollusca	NA	Platyceratidae	Platyceras	cornutum	Platyceras cornutum
Animalia	Mollusca	Littorinimorpha	Bithyniidae	Bithynia	NA	Bithynia NA
Animalia	Mollusca	NA	Orthoceratidae	Michelinoceras	alpenense	Michelinoceras alpenense
Animalia	Mollusca	NA	Platyceratidae	Cyclonema	multilirata	Cyclonema multilirata
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Phoenixites	NA	Phoenixites NA
Animalia	Mollusca	NA	Platyceratidae	Cyclonema	obsolescens	Cyclonema obsolescens
Animalia	Mollusca	NA	NA	Goldringoceras	lentiexpansum	Goldringoceras lentiexpansum
Animalia	Mollusca	NA	Oncoceratidae	Cyrtorizoceras	coralophilum	Cyrtorizoceras coralophilum
Animalia	Mollusca	NA	Praecardiidae	Buchiola	NA	Buchiola NA
Animalia	Mollusca	NA	Palaeozygopleuridae	Palaeozygopleura	NA	Palaeozygopleura NA
